0.046772487	0.03939921	-0.030477487	0.027761526	0.058818534	0.0082146	0.051051278	-0.0049154954	0.104373574	-0.04041184	-0.08101876	-0.011456912	-0.0010362299	-0.037555087	0.04550857	0.0076818317
-0.010467339	0.028426416	-0.004290829	0.0044317744	0.061213136	0.025204316	-0.02439575	-0.0039861677	0.12660094	-0.0029571601	-0.030858107	-0.009918597	-0.028666211	-0.024606356	0.05104019	-0.065919705
-0.017750995	-0.018798476	0.05805124	0.014516399	0.080791704	-0.07259633	-0.027339801	-0.04300094	0.06560152	-0.036842793	-0.10810372	0.013099485	0.015036741	-0.009298636	0.05048799	-0.044222437
0.03793006	0.07391599	-0.0026610221	-0.029010441	0.043521494	-0.04139885	-0.0247457	-0.0048083905	0.0797482	-0.047724616	-0.07772416	0.022773504	0.041007515	-0.041333403	0.11210143	0.0082062315
-0.038866196	-0.015500682	-0.0020754621	0.01575999	-0.014877351	-0.0024722188	0.018914439	-0.041087255	0.020763338	-0.049739692	-0.07808495	0.06333409	-0.042447213	-0.0045886124	0.06489173	-0.0066020135
0.016127147	-0.013087433	0.03689689	0.022385187	0.018625101	0.022053666	0.008060351	-0.045713697	0.081570275	0.015680129	-0.09738611	0.012305575	0.07055198	-0.045792267	-0.03495937	-0.003666242
-0.015521971	0.021355629	-0.016210347	-0.015305061	0.07399596	0.0014913304	-0.009412282	-0.017858962	0.11115845	-0.0051848833	-0.034702312	0.0388925	0.029511843	0.035436247	0.06722488	-0.038756166
0.016374605	0.013175517	0.005134825	0.033451658	0.07587589	0.060604677	0.011547429	-0.05937279	0.104519345	0.023087956	0.0080675455	0.0033068575	-0.013433049	-0.0694326	0.0089069735	-0.01398519
0.040330373	0.020825937	-0.03683694	0.007370689	0.023026982	0.0043536276	0.012815351	-0.08347619	0.10962997	-0.03908916	-0.08542073	0.0023684343	-0.013299333	0.022910813	0.113786764	-0.0700919
-0.039344598	-0.045002077	0.030656975	0.032515183	0.08282649	-0.012211115	0.023250926	0.04028968	0.11527794	-0.07608822	-0.04781037	-0.058644954	-0.05432728	0.0016968036	0.06741553	0.008900387
0.0037614424	0.007577497	0.00848644	0.032781858	0.03297216	0.010775009	0.013224523	0.08995163	0.013688277	-0.007496512	-0.08075607	-0.06927658	-0.004554571	0.027096217	0.07659824	0.05642569
-0.012119662	0.089334354	-0.06493257	0.01800114	0.10044632	0.016100094	0.057903755	0.020832945	0.027733017	-0.006162247	-0.03216681	0.029491266	0.055974785	-0.015024017	0.12750445	-0.037498347
0.07154765	0.069197066	0.002376636	0.022856439	0.017213872	-0.030725136	-0.0084801465	-0.0345097	0.07454491	0.03474926	-0.046820674	-0.06591312	0.015087441	-0.09701661	0.06777892	-0.08379967
-0.025684318	0.05281816	-0.075114965	-0.020545434	0.081267625	0.052909784	-0.0016329876	-0.06617732	0.06495024	0.044470206	-0.005098616	0.015363603	-0.06914859	0.0025799111	0.045980617	0.021076923
